file1 file2 flip runtime
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 15 48527 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 -16 300008 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 12 1487 12
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 18 6531 18
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 11 157 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 11 160 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 11 140 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_14 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 10 1162 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_16 13 1876 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_17 10 187 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_18 9 148 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_19 15 92244 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 14 2816 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 14 3589 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 13 427 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 -17 300000 -18
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 10 1402 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 9 130 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 9 114 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_15 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 12 17035 12
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_17 10 124 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_18 -16 300003 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_19 9 191 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 13 257 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 7 69 7
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 12 177 12
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 11 194 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 14 2844 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 14 6872 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 14 254 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_16 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 13 21678 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_18 17 4862 17
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_19 9 336 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 10 1449 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 9 162 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 11 137 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 14 39105 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 11 461 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 13 449 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 10 180 10
../data/random_experiments_paper/n_15/set_8/triangulation/t_17 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -16 300000 -18
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_19 -16 300011 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 -19 300021 -21
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 -16 300001 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 16 3562 16
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 -16 300231 -2147483648
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 14 25640 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 11 191 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 14 1906 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_18 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 15 102847 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_2 13 267 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 7 68 7
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 -16 300000 -18
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 15 104806 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 9 1138 9
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 15 466 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 -15 300000 -16
../data/random_experiments_paper/n_15/set_8/triangulation/t_19 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -17 300000 -2147483648
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_3 11 264 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 -15 300004 -16
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 -19 300000 -2147483648
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 13 238 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 18 102079 18
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 -14 300000 -16
../data/random_experiments_paper/n_15/set_8/triangulation/t_2 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -18 300010 -20
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_4 16 7275 16
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 16 4018 16
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 14 1604 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 -16 300000 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 15 260612 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_3 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -17 300000 -20
../data/random_experiments_paper/n_15/set_8/triangulation/t_4 ../data/random_experiments_paper/n_15/set_8/triangulation/t_5 16 2965 16
../data/random_experiments_paper/n_15/set_8/triangulation/t_4 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 -14 300000 -15
../data/random_experiments_paper/n_15/set_8/triangulation/t_4 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 11 1462 11
../data/random_experiments_paper/n_15/set_8/triangulation/t_4 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 7 84 7
../data/random_experiments_paper/n_15/set_8/triangulation/t_4 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 15 3620 15
../data/random_experiments_paper/n_15/set_8/triangulation/t_5 ../data/random_experiments_paper/n_15/set_8/triangulation/t_6 -16 300000 -17
../data/random_experiments_paper/n_15/set_8/triangulation/t_5 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 -14 300022 -16
../data/random_experiments_paper/n_15/set_8/triangulation/t_5 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 18 93724 18
../data/random_experiments_paper/n_15/set_8/triangulation/t_5 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 14 3923 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_6 ../data/random_experiments_paper/n_15/set_8/triangulation/t_7 13 1954 13
../data/random_experiments_paper/n_15/set_8/triangulation/t_6 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 14 2333 14
../data/random_experiments_paper/n_15/set_8/triangulation/t_6 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -13 300000 -15
../data/random_experiments_paper/n_15/set_8/triangulation/t_7 ../data/random_experiments_paper/n_15/set_8/triangulation/t_8 8 101 8
../data/random_experiments_paper/n_15/set_8/triangulation/t_7 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -14 300000 -16
../data/random_experiments_paper/n_15/set_8/triangulation/t_8 ../data/random_experiments_paper/n_15/set_8/triangulation/t_9 -17 300000 -18
