file1 file2 flip runtime used_hanke  size order
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_2 36 1.144000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_3 43 1.183000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_4 33 1.080000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_3 41 1.448000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_4 42 1.455000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_1/triangulation/t_4 48 1.321000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_1 37 1.586000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_2 41 1.458000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_3 36 1.316000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_4 37 1.270000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_2 36 1.357000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_3 37 1.172000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_4 29 1.118000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_3 30 1.106000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_4 46 1.445000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_2/triangulation/t_4 37 1.089000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_1 34 1.048000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_2 42 1.326000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_3 34 1.231000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_4 37 1.121000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_2 40 1.101000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_3 41 1.320000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_4 36 1.152000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_3 37 1.192000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_4 37 1.190000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_3/triangulation/t_4 41 1.346000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_1 39 1.301000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_2 38 1.465000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_3 40 1.164000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_4 41 9.414000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_2 40 1.228000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_3 44 1.319000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_4 30 1.125000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_3 34 1.125000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_4 38 1.129000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_4/triangulation/t_4 41 1.259000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_1 32 1.113000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_2 41 1.452000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_3 28 1.081000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_4 33 1.084000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_2 40 1.555000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_3 33 1.127000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_4 32 1.210000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_3 37 1.039000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_4 37 1.129000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_5/triangulation/t_4 28 1.087000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_1 33 1.268000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_2 36 1.232000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_3 35 1.115000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_0 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_4 37 1.191000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_2 32 1.319000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_3 34 1.528000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_1 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_4 45 1.713000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_3 29 1.031000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_2 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_4 35 1.115000 0 5 50
../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_3 ../data/random_hod_experiments_paper/n_50_5/set_6/triangulation/t_4 38 1.035000 0 5 50
